职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
流量治理-高阶岗位,小红书,,"北京市,上海市,杭州市",硕士及以上,5-10年,,"1、负责小红书社区负向流量识别与治理体系的建设，推动推荐技术在生态治理方向的落地应用，持续优化个性化推荐、内容分发、用户理解与内容理解等核心技术；
2、结合机器学习与多模态技术，构建高效、准确的负向流量识别与调控机制，解决包括新用户体验优化、多样性治理、生态机制设计等重点问题；
3、协同产品、基础技术等多部门，持续迭代信息流推荐策略与算法，提升社区内容质量和用户长期体验；
4、沉淀推荐系统在生态治理中的通用能力，探索技术边界，推动算法在社区治理中的创新与突破。","1、在内容治理、推荐系统等相关领域有管理经验者优先；
2、计算机、电子信息、软件工程、数学、自动化等相关专业硕士及以上学历；
3、具备优秀的问题分析与解决能力，对技术有强烈好奇心，乐于挑战复杂问题并推动方案落地验证；
4、扎实的编程基础，熟悉常用数据结构与算法，至少熟练掌握Java/C++/Python中的一门语言；
5、具备推荐系统实际项目经验者优先，熟悉多目标优化、多样性推荐、冷启动等典型场景者优先；
6、对内容安全、生态治理、用户行为建模有深入理解，具备NLP/CV、多模态、大模型等相关技术经验者优先；
7、在相关领域国际顶级会议或期刊（如RecSys、ICML、KDD、ACL、SIGIR、WWW 等）以第一作者发表论文者优先",1,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/18485
大模型压缩算法研发工程师/专家,小红书,,"北京市,上海市",本科及以上,5-10年,,"我们是小红书中台大模型 Infra 团队，专注打造领先易用的「AI 大模型全链路基础设施」！团队深耕大模型「数-训-压-推-评」技术闭环，在大模型训练加速、模型压缩、推理优化、部署提效等方向积累了深厚的技术优势，基于 RedAccel 训练引擎、RedSlim 压缩工具、RedServing 推理部署引擎、DirectLLM 大模型 API 服务、QuickSilver 大模型生产部署平台等核心产品，持续赋能社区、商业、交易、安全、数平、研效等多个核心业务，实现 AI 技术高效落地！

1、探索研发针对大语言模型、多模态大模型、StableDiffusion模型等模型的压缩技术，包括但不限于量化、蒸馏、剪枝、稀疏化等；
2、参与/负责多个业务场景中的模型压缩技术实现，对模型进行轻量化压缩，提高训练/推理效率，支持业务降本增效；
3、参与/负责针对英伟达GPU、华为昇腾NPU等不同的计算硬件，制定不同的模型压缩方案并在业务落地；","1、熟悉蒸馏、剪枝、量化等模型压缩常用方案，参与或主导过大型项目业务落地或有相关论文者优先；
2、熟悉至少一种主流的深度学习训练或推理框架（TensorFlow / PyTorch / Onnx / TensorRT等）的原理和实现；
3、熟练使用Python/C++至少一种语言，并具备良好的代码质量和风格；
4、有强烈的工作责任心，较好的学习能力、沟通能力和技术规划能力；
5、有大模型压缩或小型化模型设计经验者优先；
6、有优秀开源项目经历者优先。",2,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/11175
大模型训练框架研发工程师/专家,小红书,,"上海市,北京市",本科及以上,5-10年,,"我们是小红书中台大模型 Infra 团队，专注打造领先易用的「AI 大模型全链路基础设施」！团队深耕大模型「数-训-压-推-评」技术闭环，在大模型训练加速、模型压缩、推理优化、部署提效等方向积累了深厚的技术优势，基于 RedAccel 训练引擎、RedSlim 压缩工具、RedServing 推理部署引擎、DirectLLM 大模型 API 服务、QuickSilver 大模型生产部署平台等核心产品，持续赋能社区、商业、交易、安全、数平、研效等多个核心业务，实现 AI 技术高效落地！

1、参与设计实现支持RLHF/DPO等对齐技术的高效训练框架，优化强化学习阶段的Rollout、Reward Model集成、多阶段训练 Pipline；
2、研发支持多机多卡 RL 的分布式训练框架，开发TP/PP/ZeRO-3与RL流程的动态协同机制，解决 RL 算法在超长时序下的显存/通信瓶刭
3、构建端到端后训练工具链，主导框架与 MLOps 平台集成，提供训练可视化、自动超参搜索等生产级能力
4、与公司各算法部门深度合作，参与大语言模型LLM、多模态大模型 MLLM等业务在 SFT/RL领域的算法探索和引擎迭代；
5、参与分析各业务 GPU 利用率与饱和度等指标，结合业务场景持续优化训练框架能力，提升框架领先性。","任职资格：
1、精通PyTorch 框架、veRL/OpenRLHF/Llama-Factory等后训练引擎，具有修改框架源码的实战经验
2、深入理解Megatron/DeepSpeed等框架的并行策略，能自主设计混合并行方案解决显存墙问题
3、掌握强化学习训练全流程优化，有基于PPO/DPO等算法的大模型训练调优经验
4、具备模型训练调优分析经验，能够借助Nsight、nvprof等工具分析发现模型训练性能瓶颈，并进行针对性优化；
5、有良好的沟通表达及团队协作能力，有强烈的责任心和使命感。
加分项：
1、熟悉TRL、DeepSpeed-RL等强化学习框架的底层实现机制
2、掌握LLM训练全链路技术栈，包括分布式数据预处理、序列并行、梯度累积策略
3、有千卡规模大模型训练实战经验，成功解决过跨机房通信、容错训练等生产问题
4、发表过SOSP/MLSys等系统顶会论文，或主导过开源训练框架核心模块开发
5、熟悉NCCL/RDMA/IB/ROCE相关知识，有高性能CUDAKernel相关研发经验；",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/11837
高级AI产品经理-协同办公方向,小红书,,"上海市,杭州市",本科及以上,3-5年,,"1、负责企业效率中 IM、文档、日历等协同办公产品的规划和落地；
2、挖掘协同办公背后的通用场景与需求，结合企业最佳实践，建设创新性的产品与工具；
3、驱动产品落地，持续提升产品体验，为结果负责；
4、不断关注用户反馈，跟踪行业进展、AI技术动向，确保产品竞争力。","1、本科及以上学历，工科相关专业优先；
2、3-5年以上协同办公或B端产品工作经验，有AI产品经验者优先；
3、具备极强的用户视角和好奇心，坚持以用户价值和体验为导向； 
4、具备优秀的逻辑和抽象能力，能够拆解复杂问题，提供系统性的产品解决方案；
5、具备优秀的学习能力，对新技术/产品保持好奇心。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/16925
后端开发工程师-协同办公,小红书,,"杭州市,上海市",本科及以上,5-10年,,"1、负责研发公司级协同办公的工具套件，进一步提升小红书内部协同办公效率； 
2、负责业务系统需求分析、架构设计及研发；  
3、负责系统的稳定性建设、性能优化等。","1、熟练使用 Java 语言; 
2、熟悉 RESTful 服务，深刻理解 MVC、OOP、AOP 等概念, 了解微服务架构理念以及实现技术; 
3、熟练使用关系数据库、大数据相关技术;
4、熟悉缓存、消息队列、定时任务等相关技术; 
5、能独立分析问题, 善于研究业务, 分析产品，熟悉DDD领域建模者优先; 
6、为人踏实, 善良正直, 责任心强，热爱学习技术, 积极性高，长期关注技术的发展趋势; 
7、github 与 stackoverflow 贡献者优先，对开源社区有贡献者优先；",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/14318
市场采购专家,小红书,,"上海市,北京市",本科及以上,10年以上,,"1. 深度对齐并服务于小红书社区发展规划，负责全品类IP版权采购工作；
2. 重点拓展和采购视频游戏等方向的优质版权内容，助力社区内容生态建设；
3. 负责从需求洞察、项目评估、商务谈判、合同签署到后期合作管理的全流程；
4. 持续关注国内外IP市场趋势，洞察新兴文化与垂类内容机会；
5. 建立并维护与版权方、制作方、发行方等上下游伙伴的良好合作关系。","6. 本科及以上学历，3-5年IP版权采购或相关领域经验，具备成熟的版权谈判与执行能力；
7. 熟悉游戏、动漫、体育、影视等内容产业链，有丰富的行业资源或成功采购经验者优先；
8. 对追星、二次元、体育赛事、游戏等亚文化领域有热情与洞察力，能敏锐捕捉内容趋势，懂业务，有人感、内容感、品牌感，深耕市场品牌广告领域（内容采买：剧、综、音乐、游戏、体育IP及版权等、品牌&创意、整合营销、活动搭建、公关传播、内容及广告制作、媒体合作及投放等）。
9. 优秀的沟通与项目推进能力，结果导向，具备跨部门协作意识；",1,睿彤,,,,,https://hunter.xiaohongshu.com/position-detail/11808
社区体验产品（流量策略）-T&S,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、根据用户在消费侧的负反馈信号，面向不同消费人群，制定问题内容的干预策略，降低举报率、负评率，优化用户的消费体验；
2、基于数据、用户调研和产品思考，定位平台治理和用户体验之间的夹角问题，并给出系统性的解决方案，落地成产品能力；
3、监控体验核心指标，推动跨团队协作，和算法、推荐侧共同做功，推进体验优化项目落地，拿到体验优化在业务侧的收益。","1、本科及以上学历，了解推荐系统或有推荐策略产品经验的优先；
2、优秀的数据分析、问题洞察能力和逻辑思维能力，能够从数据中发现问题和机会，并进行策略改进；
3、具备强自驱力 ，不限于经验主意，打破常规、积极探索策略迭代，寻求多种解决方案；
4、能处理负责协同关系，具备较强的团队协作能力和执行力。
5、有比较强的抗打击能力，有韧性。",1,刘哲,,,,,https://hunter.xiaohongshu.com/position-detail/18427
AI native应用-iOS开发工程师,小红书,,"北京市,上海市",本科及以上,3-5年,,"岗位职责：
1、负责AI创新业务客户端的核心功能设计与开发，提升用户体验和性能；
2、与产品，设计团队紧密合作，实现高质量的视觉效果和交互功能；
3、优化客户端性能，解决技术难题，确保应用在各种设备上的稳定运行；
4、利用 AI Coding 工具，实现闭环的 AI Coding 开发流程，涵盖需求拆解，开发，测试，发布等;","任职要求：
1、本科及以上学历，计算机相关专业，具备3年以上客户端开发经验；
2、精通Objective-C或Swift熟悉常用的iOS客户端开发框架和工具；
3、熟悉网络通信协议、跨端开发框架、iOS开发发布流程;
4、具备良好的沟通能力和团队合作精神，有较强的责任心和主动性；
5、对 AI 产品和技术有浓厚兴趣，愿意了解和钻研相关的业务知识;

加分项:
1、有前端(react/vue)，后端(java/golang/python/node.js) 等跨职能开发经验;
2、对 AI vibe coding 有一定的了解和实践;
3、独立开发和上线过 iOS 应用;",2,黄慧烨,,,,,https://hunter.xiaohongshu.com/position-detail/18295
采购高阶,小红书,,上海市,本科及以上,5-10年,,"1. 全链路管理：制定所负责市场品类（品牌&创意、整合营销、活动搭建、公关传播、内容及广告制作、媒体合作及投放等）采购策略，完成包括需求整合、寻源、商务谈判、合同签署、交付落地等在内的source to pay的全链路管理。
2. 成本管理：针对负责品类，定期分析行业市场变化及业务趋势，预测价格变化趋势，制定成本控制方案，并持续改进；
3. 供应商管理：完成供应商开发、结构布局、KPI及绩效评估、分级管理的供应商管理闭环;
4. 品类管理：沉淀并输出所负责品类的管理策略，通过提供整合解决方案及创新性建议，优化或创新采购模式和流程，反哺业务，提升业务竞争力。","1. 统招本科及以上学历，985及211重点院校优先；
2. 5年以上市场品类采购管理经验，或乙方整合营销类、媒介投放类项目统筹&管理经验；
3. 有集团公司或大型互联网公司采购/业务经历的优先；
4. 对采购品类有深挖和创新的能力，懂业务，有人感、内容感、品牌感，深耕市场品牌广告领域（内容采买：剧、综、音乐、游戏、体育IP及版权等、品牌&创意、整合营销、活动搭建、公关传播、内容及广告制作、媒体合作及投放等）。
5.具备高度自驱力，有想法、爱学习、能落地，良好的团队合作精神；
6. 有良好的职业道德和素养，正直、诚信、有格局、有担当。",1,霂蘭,,,,,https://hunter.xiaohongshu.com/position-detail/18181
音乐版权产品运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、帮助音乐版权业务，不断优化入驻/授权/结算等服务体验，提升音乐人授权合作意愿和平台满意度；
2、推动审核分流、数据与结算功能迭代，制定精细化结算策略，基于业务场景对音乐创作者以及作品进行合理分类分级，做好优/普/中/劣内容的区分，制定流量扶持与结算激励方案；
3、帮助优质音乐创作者经营成长，打造标杆作品，提升平台品牌影响力。","1、本科及以上学历，有音乐版权产品运营工作经验优先；
2、目标导向，大目标拆解到具体任务，关注不同需求对总目标贡献度；
3、表达结构化、数据化：善于用数据指标辅助分析、度量影响、刻画效果。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18396
电商行业运营高阶（服饰行业方向）,小红书,,上海市,本科及以上,5-10年,,-,-,2,睿彤,,,,,https://hunter.xiaohongshu.com/position-detail/17533
信息安全leader,小红书,,"上海市,北京市,杭州市",本科及以上,5-10年,,"1.安全策略规划 - 包括网络安全、应用安全和办公安全的 top down 策略制定，并协调公司内部 IT 和 Infra 部分高效实施安全策略。
2. 网络&应用安全 - 领导信息安全风险评估、漏洞扫描、渗透测试，制定有效的风险缓解与应急响应计划；监控公司核心系统、平台与数据的安全态势，建立高效的威胁检测与响应机制（SIEM、SOC）。
3.安全制度和培训 - 联动研发、运维、法务、合规等部门推动全公司的安全措施实施，主导全员安全培训与安全意识提升计划。
4.安全技术研究 - 关注前沿安全技术动态，推进零信任架构、DevSecOps、AI驱动安全等新技术应用。","1.5年以上信息安全相关经验，独立负责过公司或者一个 BU 的信息安全规划和统筹工作。
2.至少独立负责过公司的一个安全域，网络安全 or 应用安全 or 办公安全，并推动公司级别的安全实施或者安全改造。
3.在入侵检测、应用安全或者办公安全技术领域，有独特的解决方案设计或者技术创新者优先。
4.负责或者主导过市级或者国家级护网工作并取得优秀成绩者的优先。",1,陈明婷,,,,,https://hunter.xiaohongshu.com/position-detail/16988
推荐算法工程师-首页推荐,小红书,,"北京市,上海市",硕士及以上,不限,,"小红书社区推荐算法-首页推荐方向立足于小红书首页多业务的内容分发场景，优化视频/图文/电商/广告/直播等业务的分发算法，提升用户体验，助力商业营收，同时探索机器学习、人工智能和大模型等前沿技术在工业界的落地。
主要工作包括：
* 排序模型：点击率、互动率、时长等预估模型，以及生成式模型
* 机制策略：混排/重排机制、多样性机制、多目标融合机制等","* 研究生及以上学历，在机器学习、大模型、强化学习、基础数学等领域有一定的积累
* 有良好的沟通能力，跨团队协作能力，具备出色的执行力、强烈的责任感，以及优秀的学习能力
* 在计算机领域的国际顶级会议或者期刊以第一作者发表过高水平论文者优先
* 在全球知名比赛（如KDD Cup、ACM等）中取得过好名次者优先",3,陈天华,,,,,https://hunter.xiaohongshu.com/position-detail/13221
搜索算法工程师-国际化业务,小红书,,"北京市,上海市,杭州市",硕士及以上,3-5年,,"1、对小红书搜索效果进行优化，包括搜索算法和策略的调研、设计、开发、评估等环节，提升用户体验；
2、发现并解决搜索场景中在意图识别、召回排序模型、相关性、质量时效性、AI搜索的问题；
3、解决小红书搜索实际问题，利用多语言LLM等先进技术，更高效的满足用户的搜索需求；
4、跟进业内搜索相关模型和算法的前沿进展，并在实际业务中进行合理应用；","1、硕士及以上学历，计算机相关专业背景；
2、有搜索、推荐、广告、内容理解等相关背景优先，国际化相关业务背景优先；
3、熟悉大模型、机器学习、NLP、数据挖掘、知识工程的经典算法，并能在业务中灵活解决实际问题；
4、在国际顶级会议（KDD、SIGIR、WSDM、ICML、ACL等）以第一作者发表过高水平论文者、知名数据挖掘比赛（例如KDD Cup等）中取得领先名次者优先；
5、积极向上，踏实勤奋，自我驱动，善于沟通，解决问题优先。",2,陈天华,,,,,https://hunter.xiaohongshu.com/position-detail/18173
推荐算法工程师-社交推荐,小红书,,"上海市,北京市",本科及以上,不限,,"1. 参与亿级用户规模的推荐系统优化，提升笔记发布量和发布作者规模，繁荣作者生态；
2. 基于因果推断、大语言模型等技术优化流量分配机制，提升新笔记冷启效率，促进社区长期健康发展；
3. 负责小红书全站关注关系构建和关系内容分发，通过内容推荐和用户推荐，提升私域规模和用户社交体验；
4. 跟踪业界深度学习/强化学习/跨域学习/图网络等领域前沿进展，灵活应用于业务中取得实际收益。","1. 编程基本功扎实，熟悉常用的数据结构和算法，擅长Java/C++/Python中至少一门语言；
2. 熟悉机器学习、数据挖掘、数理统计等领域知识，有搜广推相关领域算法的工作经验；
3. 踏实勤奋，自我驱动，善于沟通，勤于思考，具有较强的动手实践能力和技术热情。

加分项：
1. 有运筹学、博弈机制、图神经网络、大规模机器学习等领域的研究和实践经验；
2. 机器学习/数据挖掘竞赛成绩优异者，如Kaggle/KDD Cup等； 或有ACM/NOI获奖经历；
3. 在国际顶级会议（Recsys、KDD、NIPS、ICML、ACL等）以第一作者发表过高水平论文者。",5,陈天华,,,,,https://hunter.xiaohongshu.com/position-detail/13035
推荐算法工程师-国际化业务,小红书,,"北京市,上海市",硕士及以上,3-5年,,"1、负责推荐技术的落地；实现个性化推荐，分发策略，用户理解，内容理解等方向的技术突破； 
2、负责新回活、海外或破圈人群优化，提升新人群的推荐消费效率；
3、沉淀社区推荐技术，并探索业务的边界。能够从复杂的业务环境中抽象出清晰具体的技术问题，并将机器学习等推荐技术有效应用于小红书App社区图文及视频推荐，提升海量用户体验，Inspire Life；","1、编程基本功扎实，熟悉常用的数据结构和算法，擅长Java/C++/Python中至少一门语言；
2、熟悉机器学习、数据挖掘、数理统计等领域知识，有搜广推相关领域算法的工作经验；
3、踏实勤奋，自我驱动，善于沟通，勤于思考，具有较强的动手实践能力和技术热情。
加分项：
a、有运筹学、博弈机制、图神经网络、大规模机器学习等领域的研究和实践经验；
b、机器学习/数据挖掘竞赛成绩优异者，如Kaggle/KDD Cup等； 或有ACM/NOI获奖经历；
c、在国际顶级会议（Recsys、KDD、NIPS、ICML、ACL等）以第一作者发表过高水平论文者。",2,陈天华,,,,,https://hunter.xiaohongshu.com/position-detail/14851
交易审核大模型运营高级专家,小红书,,"北京市,武汉市,上海市",本科及以上,不限,,"1、负责交易审核大模型运营业务，包含模型运维、模型训练全链路、大模型调用/微调/评估优化、机器学习和深度学习模型的训练和工程化落地对接等；
2、场景赋能与需求拆解：深入审核业务场景挖掘可以用机器方案提效降本的核心痛点，并能够基于主流大模型能力及AI平台能力，设计结合Prompt工程、RAG应用等能够解决场景问题/难度业务的应用方案，提升业务效率；
3、项目实施与效果把控：主导场景应用链路搭建，管理并行项目落地，把控从数据清洗、Prompt优化到模型调优、模型评估的全流程智能应用，建立对应用使用情况的核心指标监控体系，并确保应用投入与使用在项目中的ROI达标；
4、运营体系沉淀：构建可复用的prompt指令库、ai工具库，沉淀不同场景的应用解决方案，并推动方案在业务线规模化应用。","1、熟练使用SQL、Excel等数据分析工具，对数据和指标有清晰的认知，有较好的分析能力；
2、有大模型相关标、训、评解决方案经验优先，尤其是应用落地或大模型产品运营经验；
3、具备比较好的业务理解能力，熟悉prompt指令构造，能根据业务（标注、审核）需求梳理业务运营逻辑，制定解决方案；
4、具备优秀的沟通协作能力，强烈的责任心和owner意识，敢于挑战常规思路，很强的内外视野。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/15946
商业化审核模型负责人,小红书,,"北京市,上海市,武汉市",本科及以上,5-10年,,"1、负责商业化审核大模型运营业务，包含模型运维、模型训练全链路、大模型调用/微调/评估优化、机器学习和深度学习模型的训练和工程化落地对接等；
2、场景赋能与需求拆解：深入审核业务场景挖掘可以用机器方案提效降本的核心痛点，并能够基于主流大模型能力及AI平台能力，设计结合Prompt工程、RAG应用等能够解决场景问题/难度业务的应用方案，提升业务效率；
3、项目实施与效果把控：主导场景应用链路搭建，管理并行项目落地，把控从数据清洗、Prompt优化到模型调优、模型评估的全流程智能应用，建立对应用使用情况的核心指标监控体系，并确保应用投入与使用在项目中的ROI达标；
4、运营体系沉淀：构建可复用的prompt指令库、ai工具库，沉淀不同场景的应用解决方案，并推动方案在业务线规模化应用。","1、3年左右的管理经验
2、熟练使用SQL、Excel等数据分析工具，对数据和指标有清晰的认知，有较好的分析能力；
3、有大模型相关标、训、评解决方案经验优先，尤其是应用落地或大模型产品运营经验；
4、具备比较好的业务理解能力，熟悉prompt指令构造，能根据业务（标注、审核）需求梳理业务运营逻辑，制定解决方案；
5、具备优秀的沟通协作能力，强烈的责任心和owner意识，敢于挑战常规思路，很强的内外视野。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/18116
模型标注-AI应用评测专家,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责大模型效果的全生命周期的评测产品工作，与算法、工程、前端产品协同；
2、效果标准的制定，基于业务场景研究及语料分析，定义特定场景下的理想效果，同时对问题下钻分析，持续挖掘和特征提炼，推动专项的解决，形成数据飞轮；
3、搭建内外部体验视角下的效果量化指标，从用户视角定义高质量优质语料和体验问题，通过科学置信的量化指标，协同算法、数据持续推动效果迭代；
4、评估体系的设计与专业评估报告输出，建立系统、科学、完善的评估体系，从用户视角出发，形成模型效果有效的驱动力。","1、具备3-5年搜索、大模型相关评测产运工作经验，对模型技术应用具有热情；
2、对PE、精调、RAG等大模型技术有一定的理解；
3、对于用户有比较好的理解和认知，能够从用户视角进行语料分析与效果评估；
4、具备一定的规划和推动能力，自驱力，对行业广泛的技术视野和较强的行业技术有前瞻性的思考；
5、逻辑清晰，能够透过现象看本质，系统地思考与解决问题，统筹协调复杂任务。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/16916
大模型数据运营专家（预训练方向）,小红书,,"北京市,上海市",本科及以上,1-3年,,"1. 预训练语料策略与体系搭建，负责大模型预训练阶段的数据策略，覆盖通用语料、垂直领域语料的全流程数据方案设计。 
2. 主导数据评估：建立清晰可量化的数据评估标准，提高评估效率；验证数据有效性，推动模型迭代； 
3. 数据驱动的模型迭代，深度理解预训练技术原理，通过数据分析定位模型能力短板，制定针对性数据补充策略，推动模型技术迭代升级。 
4. 前沿探索，保持对开源模型（如DeepSeek、Qwen等）及学术前沿的敏锐度,沉淀可复用的数据方法论,为团队提供中短期数据策略规划。 
5. 与算法、技术团队合作开发数据工具链，主动发现问题，发起项目，管理数据生产团队,把控数据质量与项目进度,推动跨团队高效协作,确保数据按时高质交付。 
6. 主导垂直领域语料体系的从0到1搭建（包括但不限于人文/学科/code等体系），能够定义各体系的质量标准，并设计可量化的评估指标。","1. 硕士及以上学历,计算机、计算语言学、数据科学、信息检索、NLP相关专业优先;有预训练语料处理、大规模数据工程经验者优先。 
2. 1年以上大模型预训练数据策略运营/产品经验,了解通用预训练数据处理流程。 
3. 具备优秀的数据分析能力,能通过Loss曲线、Benchmark表现等指标反推数据问题;善于从开源模型技术报告中提取数据策略insights。 
4. 富有技术好奇心与探索精神,对LLM和人类行为有浓厚兴趣，愿意花费时间阅读最新的论文和技术报告。 
5. 逻辑思维强,善于跨团队沟通,能独立推动复杂项目落地。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18359
商业化机审运营专家,小红书,,"北京市,上海市,武汉市",本科及以上,3-5年,,"1、熟悉商业化审核全流程，具备业务全链路思维，为降低因机审策略/模型造成的漏放曝光、减少因机审策略/模型造成的客户体验损伤、持续优化策略有效性，从而降低进人审率负责；
2、有大模型运营经验，在大模型的PE转译、workflow搭建、模型测试与上线优化等内容有较好实践经验；
3、推进交易各类风险域下风险、体验、成本目标的达成，牵头制定项目目标、解决方案、实施路径，协同审核规则、审核、质检等多部门，保障项目落地；
4、根据机审团队定位，在基础素材模型运营之上，协同算法不断升级运营手段，最终提升自主运营效率，在风险可控的前提下，实现体验和效率的目标达成。
任职资格
1、本科及以上学历，3年以上机审策略运营经验，有内容安全/内容生态相关经验优先；
2、主动自驱，具备快速学习能力和结构化思维，具有良好沟通能力与跨部分协作能力；
3、抗压能力强，有韧性；愿意接受新事物、新变化；
4、对行业先进技术、大模型、友商应用等有基础认知优先","1、本科及以上学历，3年以上机审策略运营经验，有商业化广告相关经验优先；
2、主动自驱，具备快速学习能力和结构化思维，具有良好沟通能力与跨部分协作能力；
3、抗压能力强，有韧性；愿意接受新事物、新变化；
4、对行业先进技术、大模型、友商应用等有基础认知优先",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/18166
风控算法工程师,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"1、负责小红书社区风控算法能力建设，识别用户/团伙/黑灰产风险，精准打击各类流量作弊等不公平行为，保障社区生态健康发展；
2、深入分析小红书业务数据，结合专家经验与数据洞察，优化识别与防控策略，提升风险感知能力，持续监控效果、快速迭代优化；
3、紧密协同社区治理业务团队，深刻理解业务需求，在保障业务目标达成与用户体验的前提下，设计实施最优化的风险管控策略 ；
4、持续监控黑灰产动态及新型作弊手法，进行深度风险分析，提出前瞻性的防控方案，参与构建小红书社区风控/反作弊攻防体系能力建设；","1、本科及硕士或以上学历（计算机、数学、电子信息、统计、大数据、人工智能等相关专业优先） 
2、2年以上数据分析、数据挖掘、风控相关工作经验，具备互联网公司商业化风控、广告风控、营销风控、交易风控、商户风控等反作弊领域经验者优先 
3、编程能力扎实，熟练掌握SQL、Python等语言，具备深厚的数据结构与算法基础、掌握大数据处理技术(hive/spark等)，具备扎实的机器学习应用经验；具备NLP/多模态/大模型等业务经验者优先
4、具备良好的沟通能力，能积极主动运用技术能力解决问题，热爱团队协作；
5、具备较强的研究与创新能力，有在CVPR、ICCV、ECCV、NeurIPS、ICML、SIGGRAPH等国际顶会发表论文经历者优先；参加过ACM、Kaggle等竞赛并取得优异成绩者优先。",2,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/18357
海外机审策略专家,小红书,,北京市,本科及以上,不限,,"1、负责海外业务机审策略的全生命周期管理，包括国内策略的迁移适配、本地化改造、效果评估与持续迭代；
2、基于海外多语言、多文化的内容生态，挖掘新增风险点，输出模型需求，协同算法团队完成模型训练、评估与上线；
3、建立机审模型效果监控体系，持续跟踪准确率、召回率、VVR等核心指标，通过数据分析与归因推动模型效果提升；
4、负责模型应急响应机制的建立与执行，能够在监管要求或突发风险事件发生时，快速推动策略模型更新与上线；
5、不断优化机审策略运营流程，提升策略迭代与问题响应的效率，沉淀策略方法与标准。","1、本科及以上，3年以上内容安全、风险控制或策略运营经验，有出海业务内容审核背景。
2、深入理解机器学习模型的基本原理，具备扎实的数据分析能力，能熟练使用SQL、Python等工具进行数据提取和分析。
3、熟悉内容审核的完整流程与标准，对风险有敏锐的洞察力。
4、具备出色的项目管理与跨部门沟通协作能力。
5、英语能作为工作语言（雅思6.5分以上更优）",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18339
海外规则运营专家,小红书,,北京市,本科及以上,不限,,"1、理解海外安全和风险的底层逻辑，准确解读海外政策与本土文化，制定审核规则并根据内外部反馈不断优化完善，提高规则在内外部的理解度；
2、对接相关业务团队，收集业务运营过程中的共性问题，新增/迭代标签规则，辅助业务做策略实施与落地使用；
3、完成规则落地与有效触达，通过更完善的验收机制保障规则落地执行的准确性，探索大模型规则的转译与应用，构建结构清晰、表达准确的规则数；
4、对平台内外的违规信息和舆情指令进行监控与整理，输出可落地的治理规则，对执行及风险/体验数据进行评估分析，基于业务模式迭代，完成规则优化，提升规则多为的适配性；
5、协同产品研发部门，推动规则流程产品化，更好地嵌入业务系统，提升规则平台使用体验；","1、本科及以上学历，有海外留学或工作经历者优先，英语流利者优先（雅思6.5分以上更优），3年以上规则运营经验；
2、跨团队沟通协调能力强，有主导过项目全流程的经验，熟悉平台规则及行业动态，对内容理解；
3、具备项目管理全流程经验，擅长跨部门协作，高效推动目标落地，逻辑思维佳，抗压能力强，韧性强，有owner意识；",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18340
海外人审运营专家,小红书,,北京市,本科及以上,不限,,"1、依据内容类型、风险等级、审核难度等多维度要素完成待审池和分流策略定制，结合业务变化与审核数据反馈，持续调整分流策略，提高人审资源利用率；
2、对人力成本利用效率和审核效能负责，评估治理需求合理性，保障人力需求的合理性、有效性；优化审核流程与审核界面，提升人审效率和产能；
3、建立治理策略评估机制，对线上策略健康度进行综合分析并对抵消指标联动上下游针对新分析优化；监控审核、体验运营指标体系，对移动指标进行分析和评估，确保质效/成本/策略目标达成
4、诊断人审流程，定位效率瓶颈、质量问题、规则冲突及潜在风险，推动优化方案落地，保障审核高效运营；","1、本科及以上学历，3年以上治理/审核运营/链路产品经验；
2、跨团队沟通协调能力强，有主导过项目全流程的经验，熟悉平台规则及行业动态，对内容理解；
3、具备项目管理全流程经验，擅长跨部门协作，高效推动目标落地，逻辑思维佳，抗压能力强，韧性强，有owner意识；
4、英语能作为工作语言更优；",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18341
